run_id,group,producer_bhp_psi,gas_inj_rate_mscf_d,inj_bhp_limit_psi,init_prod_period_days,perm_multiplier,poro_multiplier,final_time_days,final_fopt,final_fopr,final_fpr,final_fgpr,final_fgit,peak_fopr,peak_fpr,min_fpr
164,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.88,0.819,8000.0,62845.5,0.338231,4130.264,34.60811,271694.5,530.4934,7042.752,4130.264
165,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.69,0.706,8000.0,54951.54,0.263666,3549.324,34.60852,275600.5,1029.083,7043.718,3549.324
166,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.642,1.161,8000.0,87324.47,0.551948,4689.974,34.60693,262500.5,387.6914,7044.141,4689.974
167,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.646,1.453,8000.0,109562.1,0.719051,3613.06,34.60597,274102.5,989.5383,7032.5,3613.06
168,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.728,1.036,8000.0,78480.22,0.471063,4441.334,34.60737,267132.6,439.0052,7028.912,4441.334
169,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.969,0.63,8000.0,48906.55,0.231394,3987.985,34.6087,273597.6,583.5933,7029.165,3987.985
170,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.763,0.607,8000.0,47531.19,0.205952,3518.308,34.60884,275856.4,1071.38,7036.808,3518.308
171,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.691,0.743,8000.0,57073.25,0.263954,4450.692,34.60852,269062.9,415.5492,7046.082,4450.692
172,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.099,1.254,8000.0,94634.97,0.585995,3939.433,34.60672,271750.4,661.4659,7046.372,3939.433
173,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.524,0.824,8000.0,62841.02,0.354303,4997.447,34.60803,260352.7,317.5803,7038.314,4997.447
174,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.579,1.374,8000.0,102302.5,0.697472,4961.986,34.60613,255315.3,355.3366,7029.838,4961.986
175,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.822,0.697,8000.0,54334.11,0.255042,3506.373,34.60857,275775.1,1107.7,7041.182,3506.373
176,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.422,1.3,8000.0,98335.19,0.603727,3709.864,34.60662,273618.9,857.5238,7036.36,3709.864
177,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.488,0.767,8000.0,58629.16,0.322585,5136.52,34.60821,258381.3,295.8996,7040.603,5136.52
178,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.909,0.504,8000.0,39410.78,0.172632,4035.322,34.60903,273907.8,545.2778,7043.47,4035.322
179,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.907,0.549,8000.0,43179.53,0.178049,3473.012,34.609,276082.3,1149.985,7036.166,3473.012
180,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.007,1.318,8000.0,99087.54,0.636608,4043.1,34.60644,270487.7,604.7771,7022.045,4043.1
181,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.455,1.391,8000.0,102973.8,0.775672,5608.387,34.60572,233678.5,277.8494,7034.374,5608.387
182,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.865,0.725,8000.0,56451.8,0.26972,3495.616,34.60849,275781.1,1124.539,7042.231,3495.616
183,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.76,0.969,8000.0,73674.12,0.430574,4360.1,34.6076,268554.6,464.5719,7029.165,4360.1
184,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.269,1.114,8000.0,80941.0,0.845156,6378.248,24.33943,131200.7,177.9771,7033.127,6081.073
185,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.581,0.671,8000.0,52279.95,0.243857,3587.293,34.60863,275506.7,957.9658,7036.745,3587.293
186,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.384,1.232,8000.0,93390.15,0.553318,3725.977,34.6069,273629.8,837.5825,7032.995,3725.977
187,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.22,1.135,8000.0,80911.0,0.979216,6401.945,18.60195,96723.39,155.6228,10000.03,6077.119
188,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.238,1.494,8000.0,111957.4,0.748597,3845.584,34.60581,272013.6,747.7905,7042.597,3845.584
189,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.267,1.067,8000.0,81307.9,0.460354,3785.032,34.60742,273552.5,752.6237,7045.431,3785.032
190,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.979,0.924,8000.0,71329.18,0.365414,3475.443,34.60795,275629.0,1201.713,7032.755,3475.443
191,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.835,1.092,8000.0,82654.73,0.504165,4248.186,34.60718,269164.2,501.1988,7023.911,4248.186
192,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.411,0.657,8000.0,50432.25,0.27196,5525.478,34.60849,250294.4,247.3927,7047.0,5525.478
193,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.961,1.058,8000.0,81202.22,0.439051,3486.8,34.60754,275421.0,1168.024,7053.463,3486.8
194,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.605,0.531,8000.0,41277.58,0.188398,4607.93,34.60895,269342.6,363.5169,7030.09,4607.93
195,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.348,1.15,8000.0,87417.11,0.502474,3740.488,34.60718,273684.3,818.2048,7039.968,3740.488
196,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.208,1.426,8000.0,98898.15,1.38956,6421.157,16.04884,80140.88,162.1897,7031.524,6070.933
197,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.793,0.912,8000.0,70333.1,0.361684,3528.006,34.60797,275391.6,1088.804,7041.297,3528.006
198,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,1.153,0.987,8000.0,75366.46,0.421411,3861.98,34.60764,273196.5,701.3958,7032.612,3861.98
199,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.314,0.798,8000.0,59974.64,0.478077,6336.336,31.98538,183588.3,188.4337,7026.687,6086.01
200,Geological_Uncertainty,3000.0,34.61,10000.0,3230.0,0.134,1.461,8000.0,95828.3,1.736831,6442.273,8.605232,39131.03,125.4721,7033.227,6059.959
